IDSK,id,cust_id,order_date,region,sales_rep,line_id,prod_id,quantity,ship_date,PurchaseOrderID,PurchaseOrderDetailID,DueDate,OrderQty,ProductID_x,UnitPrice_x,LineTotal,ReceivedQty,RejectedQty,StockedQty,ModifiedDate,OrderID,ProductID_y,UnitPrice_y,Quantity,Discount
831,2489,187,16-Jul-1998 12:00:00 AM,Central,467,2,601,24,19-Jul-1998 12:00:00 AM,369,832,2013-06-06,3,505,44.2155,132.6465,3.0,0.0,3.0,2013-05-30,10558,47,9.5,25,0.0
832,2490,124,19-Jul-1998 12:00:00 AM,Eastern,949,1,500,36,20-Jul-1998 12:00:00 AM,370,833,2013-06-06,550,938,31.4895,17319.225,550.0,0.0,550.0,2013-05-30,10558,51,53.0,20,0.0
833,2490,124,19-Jul-1998 12:00:00 AM,Eastern,949,2,501,36,20-Jul-1998 12:00:00 AM,370,834,2013-06-06,550,939,48.2895,26559.225,550.0,55.0,495.0,2013-05-30,10558,52,7.0,30,0.0
834,2491,186,19-Jul-1998 12:00:00 AM,Central,856,1,600,24,20-Jul-1998 12:00:00 AM,371,835,2013-06-06,60,358,6.9825,418.95,60.0,0.0,60.0,2013-05-30,10558,53,32.8,18,0.0
835,2491,186,19-Jul-1998 12:00:00 AM,Central,856,2,601,24,20-Jul-1998 12:00:00 AM,372,836,2013-06-06,3,380,41.1705,123.5115,3.0,0.0,3.0,2013-05-30,10558,73,15.0,3,0.0
836,2492,125,20-Jul-1998 12:00:00 AM,Central,299,1,300,12,21-Jul-1998 12:00:00 AM,372,837,2013-06-06,3,381,39.0705,117.2115,3.0,0.0,3.0,2013-05-30,10559,41,9.65,12,0.05000000074505806
837,2492,125,20-Jul-1998 12:00:00 AM,Central,299,2,301,12,21-Jul-1998 12:00:00 AM,373,838,2013-06-06,60,356,3.381,202.86,60.0,0.0,60.0,2013-05-30,10559,55,24.0,18,0.05000000074505806
838,2493,185,21-Jul-1998 12:00:00 AM,Eastern,667,1,400,24,22-Jul-1998 12:00:00 AM,373,839,2013-06-06,60,357,4.3155,258.93,60.0,0.0,60.0,2013-05-30,10560,30,25.89,20,0.0
839,2493,185,21-Jul-1998 12:00:00 AM,Eastern,667,2,401,12,22-Jul-1998 12:00:00 AM,374,840,2013-06-06,3,375,43.2705,129.8115,3.0,3.0,0.0,2013-05-30,10560,62,49.3,15,0.25
840,2494,126,21-Jul-1998 12:00:00 AM,Western,1142,1,500,36,22-Jul-1998 12:00:00 AM,374,841,2013-06-06,3,376,41.1705,123.5115,3.0,3.0,0.0,2013-05-30,10561,44,19.45,10,0.0
841,2495,184,22-Jul-1998 12:00:00 AM,Central,129,1,600,24,23-Jul-1998 12:00:00 AM,375,842,2013-06-06,3,490,12.3585,37.0755,3.0,0.0,3.0,2013-05-30,10561,51,53.0,50,0.0
842,2495,184,22-Jul-1998 12:00:00 AM,Central,129,2,601,12,23-Jul-1998 12:00:00 AM,376,843,2013-06-06,550,513,39.1965,21558.075,468.0,0.0,468.0,2013-05-30,10562,33,2.5,20,0.10000000149011612
843,2496,127,23-Jul-1998 12:00:00 AM,South,690,1,500,24,26-Jul-1998 12:00:00 AM,377,844,2013-06-06,3,420,41.2755,123.8265,3.0,0.0,3.0,2013-05-30,10562,62,49.3,10,0.10000000149011612
844,2496,127,23-Jul-1998 12:00:00 AM,South,690,2,501,12,26-Jul-1998 12:00:00 AM,377,845,2013-06-06,3,421,45.549,136.647,3.0,0.0,3.0,2013-05-30,10563,36,19.0,25,0.0
845,2497,183,23-Jul-1998 12:00:00 AM,South,1596,1,700,48,26-Jul-1998 12:00:00 AM,378,846,2013-06-06,550,931,34.8705,19178.775,550.0,0.0,550.0,2013-05-30,10563,52,7.0,70,0.0
846,2498,128,26-Jul-1998 12:00:00 AM,Eastern,299,1,300,12,27-Jul-1998 12:00:00 AM,378,847,2013-06-06,550,932,39.7635,21869.925,550.0,0.0,550.0,2013-05-30,10564,17,39.0,16,0.05000000074505806
847,2498,128,26-Jul-1998 12:00:00 AM,Eastern,299,2,301,12,27-Jul-1998 12:00:00 AM,378,848,2013-06-06,550,933,43.9845,24191.475,550.0,0.0,550.0,2013-05-30,10564,31,12.5,6,0.05000000074505806
848,2499,182,26-Jul-1998 12:00:00 AM,Western,467,1,400,24,27-Jul-1998 12:00:00 AM,378,849,2013-06-06,550,934,38.1465,20980.575,550.0,0.0,550.0,2013-05-30,10564,55,24.0,25,0.05000000074505806
849,2499,182,26-Jul-1998 12:00:00 AM,Western,467,2,401,24,27-Jul-1998 12:00:00 AM,379,850,2013-06-06,3,434,39.2805,117.8415,3.0,0.0,3.0,2013-05-30,10565,24,4.5,25,0.10000000149011612
850,2500,129,27-Jul-1998 12:00:00 AM,Eastern,949,1,302,36,28-Jul-1998 12:00:00 AM,379,851,2013-06-06,3,435,37.1805,111.5415,3.0,0.0,3.0,2013-05-30,10565,64,33.25,18,0.10000000149011612
851,2500,129,27-Jul-1998 12:00:00 AM,Eastern,949,2,700,48,28-Jul-1998 12:00:00 AM,379,852,2013-06-06,3,436,41.454,124.362,3.0,0.0,3.0,2013-05-30,10566,11,21.0,35,0.15000000596046448
852,2501,181,27-Jul-1998 12:00:00 AM,Eastern,856,1,500,12,27-Jul-1998 12:00:00 AM,379,853,2013-06-06,3,437,37.1805,111.5415,3.0,0.0,3.0,2013-05-30,10566,18,62.5,18,0.15000000596046448
853,2501,181,27-Jul-1998 12:00:00 AM,Eastern,856,2,501,12,27-Jul-1998 12:00:00 AM,380,854,2013-06-06,3,341,47.5755,142.7265,3.0,0.0,3.0,2013-05-30,10566,76,18.0,10,0.0
854,2502,130,28-Jul-1998 12:00:00 AM,Central,299,1,600,24,29-Jul-1998 12:00:00 AM,380,855,2013-06-06,3,342,45.4755,136.4265,3.0,0.0,3.0,2013-05-30,10567,31,12.5,60,0.20000000298023224
855,2502,130,28-Jul-1998 12:00:00 AM,Central,299,2,601,24,29-Jul-1998 12:00:00 AM,380,856,2013-06-06,3,343,49.749,149.247,3.0,0.0,3.0,2013-05-30,10567,51,53.0,3,0.0
856,2503,180,28-Jul-1998 12:00:00 AM,Eastern,667,1,700,12,28-Jul-1998 12:00:00 AM,381,857,2013-06-12,550,931,34.3455,18890.025,550.0,0.0,550.0,2013-06-05,10567,59,55.0,40,0.20000000298023224
857,2504,131,29-Jul-1998 12:00:00 AM,Eastern,1142,1,300,24,30-Jul-1998 12:00:00 AM,381,858,2013-06-12,550,932,39.2385,21581.175,550.0,0.0,550.0,2013-06-05,10568,10,31.0,5,0.0
858,2504,131,29-Jul-1998 12:00:00 AM,Eastern,1142,2,301,24,30-Jul-1998 12:00:00 AM,382,859,2013-06-12,3,346,47.544,142.632,3.0,0.0,3.0,2013-06-05,10569,31,12.5,35,0.20000000298023224
859,2505,179,29-Jul-1998 12:00:00 AM,South,129,1,700,12,29-Jul-1998 12:00:00 AM,382,860,2013-06-12,3,347,43.2705,129.8115,3.0,0.0,3.0,2013-06-05,10569,76,18.0,30,0.0
860,2506,132,30-Jul-1998 12:00:00 AM,Central,129,1,400,36,30-Jul-1998 12:00:00 AM,383,861,2013-06-12,550,930,43.0395,23671.725,550.0,0.0,550.0,2013-06-05,10570,11,21.0,15,0.05000000074505806
861,2506,132,30-Jul-1998 12:00:00 AM,Central,129,2,401,24,30-Jul-1998 12:00:00 AM,384,862,2013-06-12,550,332,10.815,5948.25,550.0,550.0,0.0,2013-06-05,10570,56,38.0,60,0.05000000074505806
862,2507,178,30-Jul-1998 12:00:00 AM,Eastern,690,1,500,12,02-Aug-1998 12:00:00 AM,385,863,2013-06-12,550,948,82.8345,45558.975,550.0,0.0,550.0,2013-06-05,10571,14,23.25,11,0.15000000596046448
863,2507,178,30-Jul-1998 12:00:00 AM,Eastern,690,2,501,12,02-Aug-1998 12:00:00 AM,385,864,2013-06-12,550,907,82.8345,45558.975,523.0,0.0,523.0,2013-06-05,10571,42,14.0,28,0.15000000596046448
864,2508,133,02-Aug-1998 12:00:00 AM,Western,195,1,300,36,03-Aug-1998 12:00:00 AM,386,865,2013-06-12,1250,325,0.21,262.5,1063.0,0.0,1063.0,2013-06-05,10572,16,17.45,12,0.10000000149011612
865,2508,133,02-Aug-1998 12:00:00 AM,Western,195,2,302,36,03-Aug-1998 12:00:00 AM,386,866,2013-06-12,1250,326,0.21,262.5,1250.0,0.0,1250.0,2013-06-05,10572,32,32.0,10,0.10000000149011612
866,2509,177,03-Aug-1998 12:00:00 AM,South,1596,1,301,24,04-Aug-1998 12:00:00 AM,387,867,2013-06-12,3,320,49.644,148.932,3.0,0.0,3.0,2013-06-05,10572,40,18.4,50,0.0
867,2509,177,03-Aug-1998 12:00:00 AM,South,1596,2,400,12,04-Aug-1998 12:00:00 AM,387,868,2013-06-12,3,321,44.3205,132.9615,3.0,0.0,3.0,2013-06-05,10572,75,7.75,15,0.10000000149011612
868,2510,134,04-Aug-1998 12:00:00 AM,Central,949,1,500,36,05-Aug-1998 12:00:00 AM,387,869,2013-06-12,60,322,28.6965,1721.79,60.0,0.0,60.0,2013-06-05,10573,17,39.0,18,0.0
869,2510,134,04-Aug-1998 12:00:00 AM,Central,949,2,501,24,05-Aug-1998 12:00:00 AM,388,870,2013-06-12,550,930,42.5145,23382.975,550.0,0.0,550.0,2013-06-05,10573,34,14.0,40,0.0
870,2511,176,05-Aug-1998 12:00:00 AM,Eastern,856,1,600,12,06-Aug-1998 12:00:00 AM,388,871,2013-06-12,550,921,5.586,3072.3,550.0,0.0,550.0,2013-06-05,10573,53,32.8,25,0.0
871,2511,176,05-Aug-1998 12:00:00 AM,Eastern,856,2,601,24,06-Aug-1998 12:00:00 AM,389,872,2013-06-12,60,952,15.7395,944.37,60.0,0.0,60.0,2013-06-05,10574,33,2.5,14,0.0
872,2512,135,05-Aug-1998 12:00:00 AM,Eastern,195,1,700,60,06-Aug-1998 12:00:00 AM,390,873,2013-06-12,550,933,43.4595,23902.725,550.0,0.0,550.0,2013-06-05,10574,40,18.4,2,0.0
873,2513,175,06-Aug-1998 12:00:00 AM,Canada,299,1,300,12,09-Aug-1998 12:00:00 AM,390,874,2013-06-12,550,934,37.6215,20691.825,550.0,55.0,495.0,2013-06-05,10574,62,49.3,10,0.0
874,2513,175,06-Aug-1998 12:00:00 AM,Canada,299,2,301,12,09-Aug-1998 12:00:00 AM,390,875,2013-06-12,550,922,6.531,3592.05,550.0,0.0,550.0,2013-06-05,10574,64,33.25,6,0.0
875,2513,175,06-Aug-1998 12:00:00 AM,Canada,299,3,302,12,09-Aug-1998 12:00:00 AM,391,876,2013-06-12,550,319,48.5835,26720.925,550.0,0.0,550.0,2013-06-05,10575,59,55.0,12,0.0
876,2514,136,09-Aug-1998 12:00:00 AM,Central,667,1,400,24,10-Aug-1998 12:00:00 AM,392,877,2013-06-12,550,928,32.2455,17735.025,550.0,82.0,468.0,2013-06-05,10575,63,43.9,6,0.0
877,2514,136,09-Aug-1998 12:00:00 AM,Central,667,2,401,24,10-Aug-1998 12:00:00 AM,392,878,2013-06-12,550,929,36.561,20108.55,550.0,0.0,550.0,2013-06-05,10575,72,34.8,30,0.0
878,2515,174,09-Aug-1998 12:00:00 AM,Central,195,1,500,36,10-Aug-1998 12:00:00 AM,393,879,2013-06-25,550,319,46.4205,25531.275,550.0,0.0,550.0,2013-06-18,10575,76,18.0,10,0.0
879,2515,174,09-Aug-1998 12:00:00 AM,Central,195,2,501,36,10-Aug-1998 12:00:00 AM,394,880,2013-06-25,3,359,47.523,142.569,3.0,3.0,0.0,2013-06-18,10576,1,18.0,10,0.0
880,2516,137,10-Aug-1998 12:00:00 AM,Central,1142,1,600,12,11-Aug-1998 12:00:00 AM,394,881,2013-06-25,3,360,45.423,136.269,3.0,3.0,0.0,2013-06-18,10576,31,12.5,20,0.0
881,2516,137,10-Aug-1998 12:00:00 AM,Central,1142,2,601,12,11-Aug-1998 12:00:00 AM,395,882,2013-06-25,3,2,41.916,125.748,3.0,0.0,3.0,2013-06-18,10576,44,19.45,21,0.0
882,2517,173,10-Aug-1998 12:00:00 AM,Eastern,129,1,700,48,11-Aug-1998 12:00:00 AM,396,883,2013-06-25,3,1,50.2635,150.7905,3.0,0.0,3.0,2013-06-18,10577,39,18.0,10,0.0
883,2518,138,11-Aug-1998 12:00:00 AM,Canada,195,1,300,24,11-Aug-1998 12:00:00 AM,397,884,2013-07-09,3,359,47.6805,143.0415,3.0,0.0,3.0,2013-07-02,10577,75,7.75,20,0.0
884,2518,138,11-Aug-1998 12:00:00 AM,Canada,195,2,301,24,11-Aug-1998 12:00:00 AM,397,885,2013-07-09,3,360,45.5805,136.7415,3.0,0.0,3.0,2013-07-02,10577,77,13.0,18,0.0
885,2519,172,11-Aug-1998 12:00:00 AM,Eastern,690,1,400,36,12-Aug-1998 12:00:00 AM,397,886,2013-07-09,3,361,49.854,149.562,3.0,0.0,3.0,2013-07-02,10578,35,18.0,20,0.0
886,2520,139,12-Aug-1998 12:00:00 AM,Eastern,1596,1,500,12,13-Aug-1998 12:00:00 AM,397,887,2013-07-09,3,362,45.5805,136.7415,3.0,0.0,3.0,2013-07-02,10578,57,19.5,6,0.0
887,2520,139,12-Aug-1998 12:00:00 AM,Eastern,1596,2,501,24,13-Aug-1998 12:00:00 AM,397,888,2013-07-09,3,363,43.4805,130.4415,3.0,0.0,3.0,2013-07-02,10579,15,15.5,10,0.0
888,2521,171,12-Aug-1998 12:00:00 AM,Central,299,1,600,36,13-Aug-1998 12:00:00 AM,397,889,2013-07-09,3,364,47.754,143.262,3.0,0.0,3.0,2013-07-02,10579,75,7.75,21,0.0
889,2521,171,12-Aug-1998 12:00:00 AM,Central,299,2,601,36,13-Aug-1998 12:00:00 AM,398,890,2013-07-09,550,530,16.086,8847.3,550.0,0.0,550.0,2013-07-02,10580,14,23.25,15,0.05000000074505806
890,2522,140,12-Aug-1998 12:00:00 AM,Western,195,1,700,60,13-Aug-1998 12:00:00 AM,399,891,2013-07-09,3,4,57.0255,171.0765,3.0,0.0,3.0,2013-07-02,10580,41,9.65,9,0.05000000074505806
891,2523,170,16-Aug-1998 12:00:00 AM,South,129,1,700,12,17-Aug-1998 12:00:00 AM,400,892,2013-07-09,550,512,37.086,20397.3,550.0,0.0,550.0,2013-07-02,10580,65,21.05,30,0.05000000074505806
892,2524,133,17-Aug-1998 12:00:00 AM,Western,299,1,300,24,18-Aug-1998 12:00:00 AM,401,893,2013-07-09,550,513,26.5965,14628.075,550.0,0.0,550.0,2013-07-02,10581,75,7.75,50,0.20000000298023224
893,2524,133,17-Aug-1998 12:00:00 AM,Western,299,2,302,24,18-Aug-1998 12:00:00 AM,402,894,2013-07-09,550,317,27.0585,14882.175,550.0,82.0,468.0,2013-07-02,10582,57,19.5,4,0.0
894,2525,169,18-Aug-1998 12:00:00 AM,South,949,1,400,24,19-Aug-1998 12:00:00 AM,402,895,2013-07-09,550,318,33.579,18468.45,550.0,0.0,550.0,2013-07-02,10582,76,18.0,14,0.0
895,2525,169,18-Aug-1998 12:00:00 AM,South,949,2,401,25,19-Aug-1998 12:00:00 AM,403,896,2013-07-09,3,405,49.644,148.932,3.0,0.0,3.0,2013-07-02,10583,29,123.79,10,0.0
896,2526,134,19-Aug-1998 12:00:00 AM,Central,467,1,302,12,20-Aug-1998 12:00:00 AM,403,897,2013-07-09,3,406,45.3705,136.1115,3.0,0.0,3.0,2013-07-02,10583,60,34.0,24,0.15000000596046448
897,2526,134,19-Aug-1998 12:00:00 AM,Central,467,2,700,12,20-Aug-1998 12:00:00 AM,403,898,2013-07-09,3,407,43.2705,129.8115,3.0,0.0,3.0,2013-07-02,10583,69,36.0,10,0.15000000596046448
898,2527,168,19-Aug-1998 12:00:00 AM,Western,949,1,400,36,20-Aug-1998 12:00:00 AM,404,899,2013-07-09,3,422,47.523,142.569,3.0,3.0,0.0,2013-07-02,10584,31,12.5,50,0.05000000074505806
899,2528,135,20-Aug-1998 12:00:00 AM,Eastern,195,1,500,48,23-Aug-1998 12:00:00 AM,404,900,2013-07-09,3,423,45.423,136.269,3.0,3.0,0.0,2013-07-02,10585,47,9.5,15,0.0
900,2528,135,20-Aug-1998 12:00:00 AM,Eastern,195,2,700,36,23-Aug-1998 12:00:00 AM,405,901,2013-07-26,3,320,47.4705,142.4115,3.0,0.0,3.0,2013-07-19,10586,52,7.0,4,0.15000000596046448
901,2529,167,23-Aug-1998 12:00:00 AM,Central,856,1,300,12,24-Aug-1998 12:00:00 AM,405,902,2013-07-26,3,321,42.798,128.394,3.0,0.0,3.0,2013-07-19,10587,26,31.23,6,0.0
902,2529,167,23-Aug-1998 12:00:00 AM,Central,856,2,301,12,24-Aug-1998 12:00:00 AM,405,903,2013-07-26,60,322,25.4205,1525.23,60.0,0.0,60.0,2013-07-19,10587,35,18.0,20,0.0
903,2530,136,23-Aug-1998 12:00:00 AM,Central,299,1,400,24,24-Aug-1998 12:00:00 AM,406,904,2013-07-26,3,461,41.454,124.362,3.0,0.0,3.0,2013-07-19,10587,77,13.0,20,0.0
904,2531,166,24-Aug-1998 12:00:00 AM,South,667,1,500,36,25-Aug-1998 12:00:00 AM,407,905,2013-07-26,550,941,62.9895,34644.225,550.0,0.0,550.0,2013-07-19,10588,18,62.5,40,0.20000000298023224
905,2531,166,24-Aug-1998 12:00:00 AM,South,667,2,501,36,25-Aug-1998 12:00:00 AM,408,906,2013-07-26,3,320,45.3705,136.1115,3.0,0.0,3.0,2013-07-19,10588,42,14.0,100,0.20000000298023224
906,2532,137,24-Aug-1998 12:00:00 AM,Central,129,1,600,12,24-Aug-1998 12:00:00 AM,408,907,2013-07-26,3,321,40.488,121.464,3.0,0.0,3.0,2013-07-19,10589,35,18.0,4,0.0
907,2533,165,25-Aug-1998 12:00:00 AM,Central,1142,1,400,24,26-Aug-1998 12:00:00 AM,408,908,2013-07-26,60,322,26.3655,1581.93,60.0,0.0,60.0,2013-07-19,10590,1,18.0,20,0.0
908,2533,165,25-Aug-1998 12:00:00 AM,Central,1142,2,401,24,26-Aug-1998 12:00:00 AM,409,909,2013-08-05,3,504,48.762,146.286,3.0,0.0,3.0,2013-07-29,10590,77,13.0,60,0.05000000074505806
909,2534,138,25-Aug-1998 12:00:00 AM,Canada,690,1,301,12,26-Aug-1998 12:00:00 AM,410,910,2013-08-05,3,497,34.188,102.564,3.0,0.0,3.0,2013-07-29,10591,3,10.0,14,0.0
910,2535,164,26-Aug-1998 12:00:00 AM,Eastern,1596,1,300,24,27-Aug-1998 12:00:00 AM,411,911,2013-08-05,3,323,50.2635,150.7905,3.0,0.0,3.0,2013-07-29,10591,7,30.0,10,0.0
911,2535,164,26-Aug-1998 12:00:00 AM,Eastern,1596,2,301,24,27-Aug-1998 12:00:00 AM,412,912,2013-08-05,550,523,10.731,5902.05,550.0,82.0,468.0,2013-07-29,10591,54,7.45,50,0.0
912,2535,164,26-Aug-1998 12:00:00 AM,Eastern,1596,3,302,24,27-Aug-1998 12:00:00 AM,412,913,2013-08-05,550,524,14.1225,7767.375,550.0,0.0,550.0,2013-07-29,10592,15,15.5,25,0.05000000074505806
913,2536,139,26-Aug-1998 12:00:00 AM,Eastern,195,1,700,48,27-Aug-1998 12:00:00 AM,413,914,2013-08-13,60,494,53.2035,3192.21,60.0,0.0,60.0,2013-08-06,10592,26,31.23,5,0.05000000074505806
914,2537,163,27-Aug-1998 12:00:00 AM,Canada,902,1,600,24,30-Aug-1998 12:00:00 AM,413,915,2013-08-13,60,495,63.693,3821.58,60.0,0.0,60.0,2013-08-06,10593,20,81.0,21,0.20000000298023224
915,2537,163,27-Aug-1998 12:00:00 AM,Canada,902,2,601,12,30-Aug-1998 12:00:00 AM,413,916,2013-08-13,60,496,48.909,2934.54,60.0,0.0,60.0,2013-08-06,10593,69,36.0,20,0.20000000298023224
916,2538,142,30-Aug-1998 12:00:00 AM,Central,299,1,300,12,31-Aug-1998 12:00:00 AM,414,917,2013-08-13,550,908,21.0945,11601.975,550.0,550.0,0.0,2013-08-06,10593,76,18.0,4,0.20000000298023224
917,2538,142,30-Aug-1998 12:00:00 AM,Central,299,2,301,24,31-Aug-1998 12:00:00 AM,414,918,2013-08-13,550,909,30.4395,16741.725,550.0,550.0,0.0,2013-08-06,10594,52,7.0,24,0.0
918,2539,162,30-Aug-1998 12:00:00 AM,Central,467,1,400,36,31-Aug-1998 12:00:00 AM,415,919,2013-08-13,60,506,9.198,551.88,60.0,0.0,60.0,2013-08-06,10594,58,13.25,30,0.0
919,2539,162,30-Aug-1998 12:00:00 AM,Central,467,2,401,36,31-Aug-1998 12:00:00 AM,416,920,2013-08-13,550,351,5.775,3176.25,468.0,0.0,468.0,2013-08-06,10595,35,18.0,30,0.25
920,2540,143,30-Aug-1998 12:00:00 AM,Canada,949,1,500,12,01-Sep-1998 12:00:00 AM,416,921,2013-08-13,550,352,1.155,635.25,550.0,0.0,550.0,2013-08-06,10595,61,28.5,120,0.25
921,2540,143,30-Aug-1998 12:00:00 AM,Canada,949,2,501,12,01-Sep-1998 12:00:00 AM,416,922,2013-08-13,550,679,5.775,3176.25,550.0,0.0,550.0,2013-08-06,10595,69,36.0,65,0.25
922,2541,161,30-Aug-1998 12:00:00 AM,Eastern,902,1,700,24,31-Aug-1998 12:00:00 AM,417,923,2013-08-18,3,320,49.644,148.932,3.0,0.0,3.0,2013-08-11,10596,56,38.0,5,0.20000000298023224
923,2542,160,01-Sep-1998 12:00:00 AM,Eastern,902,1,400,48,02-Sep-1998 12:00:00 AM,417,924,2013-08-18,3,321,44.3205,132.9615,3.0,0.0,3.0,2013-08-11,10596,63,43.9,24,0.20000000298023224
924,2542,160,01-Sep-1998 12:00:00 AM,Eastern,902,2,401,48,02-Sep-1998 12:00:00 AM,417,925,2013-08-18,60,322,28.6965,1721.79,60.0,0.0,60.0,2013-08-11,10596,75,7.75,30,0.20000000298023224
925,2543,144,01-Sep-1998 12:00:00 AM,Eastern,856,1,500,12,02-Sep-1998 12:00:00 AM,418,926,2013-08-18,550,930,42.5145,23382.975,550.0,0.0,550.0,2013-08-11,10597,24,4.5,35,0.20000000298023224
926,2544,159,02-Sep-1998 12:00:00 AM,Central,299,1,300,12,03-Sep-1998 12:00:00 AM,418,927,2013-08-18,550,921,5.586,3072.3,550.0,0.0,550.0,2013-08-11,10597,57,19.5,20,0.0
927,2544,159,02-Sep-1998 12:00:00 AM,Central,299,2,301,12,03-Sep-1998 12:00:00 AM,419,928,2013-08-18,60,952,15.7395,944.37,60.0,0.0,60.0,2013-08-11,10597,65,21.05,12,0.20000000298023224
928,2545,145,02-Sep-1998 12:00:00 AM,Eastern,667,1,302,24,03-Sep-1998 12:00:00 AM,420,929,2013-08-18,550,923,6.1845,3401.475,550.0,0.0,550.0,2013-08-11,10598,27,43.9,50,0.0
929,2546,158,03-Sep-1998 12:00:00 AM,Eastern,902,1,400,36,06-Sep-1998 12:00:00 AM,421,930,2013-08-18,550,317,29.5785,16268.175,550.0,0.0,550.0,2013-08-11,10598,71,21.5,9,0.0
930,2546,158,03-Sep-1998 12:00:00 AM,Eastern,902,2,401,36,06-Sep-1998 12:00:00 AM,421,931,2013-08-18,550,318,36.099,19854.45,550.0,0.0,550.0,2013-08-11,10599,62,49.3,10,0.0
931,2547,146,03-Sep-1998 12:00:00 AM,Western,1142,1,500,24,06-Sep-1998 12:00:00 AM,421,932,2013-08-18,550,319,48.5835,26720.925,550.0,27.0,523.0,2013-08-11,10600,54,7.45,4,0.0
932,2547,146,03-Sep-1998 12:00:00 AM,Western,1142,2,501,12,06-Sep-1998 12:00:00 AM,422,933,2013-08-18,550,928,32.2455,17735.025,550.0,82.0,468.0,2013-08-11,10600,73,15.0,30,0.0
933,2548,157,03-Sep-1998 12:00:00 AM,Central,129,1,600,24,06-Sep-1998 12:00:00 AM,422,934,2013-08-18,550,929,36.561,20108.55,550.0,0.0,550.0,2013-08-11,10601,13,6.0,60,0.0
934,2549,147,06-Sep-1998 12:00:00 AM,Eastern,195,1,300,12,07-Sep-1998 12:00:00 AM,423,935,2013-08-18,550,319,46.4205,25531.275,550.0,0.0,550.0,2013-08-11,10601,59,55.0,35,0.0
935,2549,147,06-Sep-1998 12:00:00 AM,Eastern,195,2,301,12,07-Sep-1998 12:00:00 AM,424,936,2013-08-18,3,361,49.6965,149.0895,3.0,0.0,3.0,2013-08-11,10602,77,13.0,5,0.25
936,2550,156,06-Sep-1998 12:00:00 AM,Central,690,1,302,24,07-Sep-1998 12:00:00 AM,424,937,2013-08-18,3,362,45.423,136.269,3.0,0.0,3.0,2013-08-11,10603,22,21.0,48,0.0
937,2551,148,07-Sep-1998 12:00:00 AM,Canada,1596,1,700,12,08-Sep-1998 12:00:00 AM,425,938,2013-08-18,3,2,41.916,125.748,3.0,0.0,3.0,2013-08-11,10603,49,20.0,25,0.05000000074505806
938,2552,155,08-Sep-1998 12:00:00 AM,Central,299,1,300,36,09-Sep-1998 12:00:00 AM,426,939,2013-08-18,3,1,50.2635,150.7905,3.0,0.0,3.0,2013-08-11,10604,48,12.75,6,0.10000000149011612
939,2552,155,08-Sep-1998 12:00:00 AM,Central,299,2,301,36,09-Sep-1998 12:00:00 AM,427,940,2013-08-18,3,365,43.4805,130.4415,3.0,0.0,3.0,2013-08-11,10604,76,18.0,10,0.10000000149011612
940,2553,148,08-Sep-1998 12:00:00 AM,Canada,467,1,302,24,09-Sep-1998 12:00:00 AM,427,941,2013-08-18,3,366,41.3805,124.1415,3.0,0.0,3.0,2013-08-11,10605,16,17.45,30,0.05000000074505806
941,2554,154,09-Sep-1998 12:00:00 AM,South,949,1,400,12,10-Sep-1998 12:00:00 AM,427,942,2013-08-18,3,367,45.654,136.962,3.0,0.0,3.0,2013-08-11,10605,59,55.0,20,0.05000000074505806
942,2554,154,09-Sep-1998 12:00:00 AM,South,949,2,401,12,10-Sep-1998 12:00:00 AM,427,943,2013-08-18,3,368,41.3805,124.1415,3.0,0.0,3.0,2013-08-11,10605,60,34.0,70,0.05000000074505806
943,2555,149,09-Sep-1998 12:00:00 AM,Canada,902,1,500,36,10-Sep-1998 12:00:00 AM,427,944,2013-08-18,3,369,39.2805,117.8415,3.0,0.0,3.0,2013-08-11,10605,71,21.5,15,0.05000000074505806
944,2556,153,09-Sep-1998 12:00:00 AM,Central,856,1,600,24,10-Sep-1998 12:00:00 AM,427,945,2013-08-18,3,370,43.554,130.662,3.0,0.0,3.0,2013-08-11,10606,4,22.0,20,0.20000000298023224
945,2556,153,09-Sep-1998 12:00:00 AM,Central,856,2,601,24,10-Sep-1998 12:00:00 AM,428,946,2013-08-18,550,530,16.086,8847.3,550.0,0.0,550.0,2013-08-11,10606,55,24.0,20,0.20000000298023224
946,2557,150,10-Sep-1998 12:00:00 AM,Canada,299,1,300,12,13-Sep-1998 12:00:00 AM,429,947,2013-08-18,3,4,57.0255,171.0765,3.0,0.0,3.0,2013-08-11,10606,62,49.3,10,0.20000000298023224
947,2557,150,10-Sep-1998 12:00:00 AM,Canada,299,2,301,12,13-Sep-1998 12:00:00 AM,430,948,2013-08-18,550,512,37.086,20397.3,550.0,0.0,550.0,2013-08-11,10607,7,30.0,45,0.0
948,2558,152,10-Sep-1998 12:00:00 AM,Eastern,667,1,400,24,13-Sep-1998 12:00:00 AM,431,949,2013-08-18,550,513,26.5965,14628.075,550.0,0.0,550.0,2013-08-11,10607,17,39.0,100,0.0
949,2559,151,13-Sep-1998 12:00:00 AM,Central,1142,1,700,60,14-Sep-1998 12:00:00 AM,432,950,2013-08-18,550,319,46.0635,25334.925,550.0,82.0,468.0,2013-08-11,10607,33,2.5,14,0.0
